uniprot1	genesymbol1	geneid1	uniprot2	genesymbol2	geneid2	species	interaction_type	experiment
Q62521	Zic3	22773	Q80Z64	Nanog	71950	mouse	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P03372	ESR1	2099	Q96ST3	SIN3A	25942	human	0915:physical association	0004:affinity chromatography technology
P05412	JUN	3725	Q9NWB6	ARGLU1	55082	human	0914:association	0006:anti bait coimmunoprecipitation
P17029	ZKSCAN1	7586	P17040	ZSCAN20	7579	human	0915:physical association	0004:affinity chromatography technology
P15923	TCF3	6929	Q9NX63	CHCHD3	54927	human	0915:physical association	0004:affinity chromatography technology
Q13118	KLF10	7071	P01106	MYC	4609	human	0914:association	0676:tandem affinity purification
Q9H334	FOXP1	27086	Q9UPW6	SATB2	23314	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
O96004	HAND1	9421	P15923	TCF3	6929	human	0407:direct interaction	0096:pull down
P67809	YBX1	4904	P04637	TP53	7157	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P01100	FOS	2353	O75444	MAF	4094	human	0915:physical association; 0407:direct interaction	0055:fluorescent resonance energy transfer; 0004:affinity chromatography technology
Q96AE4	FUBP1	8880	P15336	ATF2	1386	human	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P70340	Smad1	17125	Q9JHD1	Kat2b	18519	mouse	0407:direct interaction	0096:pull down
Q9Y6Q9	NCOA3	8202	Q14994	NR1I3	9970	human	0407:direct interaction	0096:pull down
Q9Y466	NR2E1	7101	Q86UE4	MTDH	92140	human	0915:physical association	0004:affinity chromatography technology
Q9UKT9	IKZF3	22806	P46531	NOTCH1	4851	human	0915:physical association	0004:affinity chromatography technology
Q5SXM2	SNAPC4	6621	Q9HB65	ELL3	80237	human	0915:physical association	0364:inferred by curator
P60335	Pcbp1	23983	P42227	Stat3	20848	mouse	0915:physical association	0004:affinity chromatography technology
O15156	ZBTB7B	51043	O15379	HDAC3	8841	human	0915:physical association	0004:affinity chromatography technology
P01106	MYC	4609	Q6PIV2	FOXR1	283150	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
P50220	Nkx2-1	21869	Q9WUI0	Mixl1	27217	mouse	0407:direct interaction	0018:two hybrid
P03372	ESR1	2099	P00533	EGFR	1956	human	0915:physical association	0006:anti bait coimmunoprecipitation; 0004:affinity chromatography technology
Q68EA5	ZNF57	126295	Q96LA8	PRMT6	55170	human	0915:physical association	0018:two hybrid
Q9BZS1	FOXP3	50943	Q92769	HDAC2	3066	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q8NDX6	ZNF740	283337	Q99496	RNF2	6045	human	0915:physical association	0004:affinity chromatography technology
Q13485	SMAD4	4089	Q92905	COPS5	10987	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0096:pull down; 0004:affinity chromatography technology
Q99958	FOXC2	2303	Q9NZI7	UBP1	7342	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q9Y2K1	ZBTB1	22890	P19338	NCL	4691	human	0915:physical association	0004:affinity chromatography technology
P10828	THRB	7068	Q13227	GPS2	2874	human	0915:physical association	0004:affinity chromatography technology
P15884	TCF4	6925	P17542	TAL1	6886	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0096:pull down; 0004:affinity chromatography technology
Q01826	SATB1	6304	P63279	UBE2I	7329	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0398:two hybrid pooling approach; 0415:enzymatic study
Q8N7K0	ZNF433	163059	Q99750	MDFI	4188	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 1112:two hybrid prey pooling approach; 0397:two hybrid array; 1356:validated two hybrid
Q92466	DDB2	1643	P09874	PARP1	142	human	0915:physical association	0364:inferred by curator; 0004:affinity chromatography technology
Q92833	JARID2	3720	Q15910	EZH2	2146	human	0915:physical association; 0914:association; 0407:direct interaction	0096:pull down; 0007:anti tag coimmunoprecipitation; 0364:inferred by curator; 0004:affinity chromatography technology
Q16665	HIF1A	3091	Q15369	TCEB1	6921	human	0915:physical association	0004:affinity chromatography technology; 0364:inferred by curator; 0107:surface plasmon resonance; 0411:enzyme linked immunosorbent assay; 0049:filter binding
Q92826	HOXB13	10481	P19419	ELK1	2002	human	0407:direct interaction	0018:two hybrid
P10071	GLI3	2737	O60481	ZIC3	7547	human	0407:direct interaction	0096:pull down
P55347	PKNOX1	5316	P49711	CTCF	10664	human	0915:physical association	0364:inferred by curator
Q01658	DR1	1810	O75478	TADA2A	6871	human	0915:physical association	0364:inferred by curator; 0004:affinity chromatography technology
Q9Z2U2	Zfp292	30046	P02340	Trp53	22059	mouse	0407:direct interaction	0018:two hybrid
P35638	DDIT3	1649	Q6PJT7	ZC3H14	79882	human	0407:direct interaction	0018:two hybrid
P04150	NR3C1	2908	Q9ULX9	MAFF	23764	human	0407:direct interaction	0018:two hybrid
P57721	PCBP3	54039	Q92731	ESR2	2100	human	0914:association	0676:tandem affinity purification
P10589	NR2F1	7025	Q15648	MED1	5469	human	0915:physical association	0364:inferred by curator
Q16650	TBR1	10716	P05412	JUN	3725	human	0914:association	0006:anti bait coimmunoprecipitation
Q99JB6	Foxp3	20371	Q3TKT4	Smarca4	20586	mouse	0915:physical association	0004:affinity chromatography technology
Q96AE4	FUBP1	8880	P51946	CCNH	902	human	0915:physical association	0004:affinity chromatography technology
P84022	SMAD3	4088	P41235	HNF4A	3172	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P36402	TCF7	6932	O75177	SS18L1	26039	human	0407:direct interaction	0018:two hybrid
Q99JB6	Foxp3	20371	P18654	Rps6ka3	110651	mouse	0915:physical association	0004:affinity chromatography technology
P70351	Ezh1	14055	Q921E6	Eed	13626	mouse	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P13631	RARG	5916	Q12796	PNRC1	10957	human	0407:direct interaction	0018:two hybrid
Q14994	NR1I3	9970	Q15596	NCOA2	10499	human	0915:physical association	0004:affinity chromatography technology
P51608	MECP2	4204	Q12824	SMARCB1	6598	human	0407:direct interaction	0096:pull down
P49711	CTCF	10664	P10826	RARB	5915	human	0915:physical association	0364:inferred by curator
Q14765	STAT4	6775	P46108	CRK	1398	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0397:two hybrid array; 1356:validated two hybrid
Q96QR8	PURB	5814	Q9UIV1	CNOT7	29883	human	0915:physical association	0004:affinity chromatography technology
Q15596	NCOA2	10499	P03372	ESR1	2099	human	0915:physical association; 0914:association; 0407:direct interaction	0018:two hybrid; 0006:anti bait coimmunoprecipitation; 0007:anti tag coimmunoprecipitation; 0114:x-ray crystallography; 0055:fluorescent resonance energy transfer; 0686:unspecified method; 0096:pull down; 0232:transcriptional complementation assay; 0004:affinity chromatography technology
P03372	ESR1	2099	Q01851	POU4F1	5457	human	0407:direct interaction	0018:two hybrid; 0096:pull down
Q60795	Nfe2l2	18024	Q9JLV5	Cul3	26554	mouse	0915:physical association	0004:affinity chromatography technology
Q8BVE8	Whsc1	107823	Q8BX22	Sall4	99377	mouse	0915:physical association	0004:affinity chromatography technology
Q9H161	ALX4	60529	P17509	HOXB6	3216	human	0407:direct interaction	0018:two hybrid
P09017	HOXC4	3221	O14744	PRMT5	10419	human	0915:physical association; 0407:direct interaction	0018:two hybrid
Q6ZMS7	ZNF783	100289678	Q96C28	ZNF707	286075	human	0915:physical association	0004:affinity chromatography technology
Q99814	EPAS1	2034	P05412	JUN	3725	human	0407:direct interaction	0055:fluorescent resonance energy transfer
Q9NQZ8	ZNF71	58491	P53350	PLK1	5347	human	0915:physical association; 0407:direct interaction	0018:two hybrid
P70314	Pitx1	18740	P08046	Egr1	13653	mouse	0915:physical association	0004:affinity chromatography technology
Q05925	EN1	2019	P26367	PAX6	5080	human	0407:direct interaction	0096:pull down
Q92793	CREBBP	1387	P37275	ZEB1	6935	human	0915:physical association	0004:affinity chromatography technology
P08047	SP1	6667	Q04864	REL	5966	human	0407:direct interaction	0096:pull down
Q9Z2U2	Zfp292	30046	Q61545	Ewsr1	14030	mouse	0407:direct interaction	0018:two hybrid
Q9BYE7	PCGF6	84108	A4D177	CBX3	11335	human	0915:physical association	0004:affinity chromatography technology
Q8IWI9	MGA	23269	Q3KNV8	PCGF3	10336	human	0915:physical association	0004:affinity chromatography technology
P40425	PBX2	5089	Q12948	FOXC1	2296	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q8IWI9	MGA	23269	Q8N344	MIER2	54531	human	0915:physical association	0004:affinity chromatography technology
Q15361	TTF1	7270	P51948	MNAT1	4331	human	0915:physical association	0364:inferred by curator
P49910	ZNF165	7718	P15622	ZNF250	58500	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0398:two hybrid pooling approach
Q15361	TTF1	7270	P51946	CCNH	902	human	0915:physical association	0364:inferred by curator
Q80Z64	Nanog	71950	A2BH40	Arid1a	93760	mouse	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
Q9UBP5	HEY2	23493	P27540	ARNT	405	human	0407:direct interaction	0018:two hybrid
P10242	MYB	4602	P12755	SKI	6497	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P42224	STAT1	6772	Q13287	NMI	9111	human	0915:physical association; 0407:direct interaction	0096:pull down
O00358	FOXE1	2304	Q8IVW6	ARID3B	10620	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
P70354	Msx3	17703	O89090	Sp1	20683	mouse	0915:physical association	0004:affinity chromatography technology
P16989	YBX3	8531	Q15843	NEDD8	4738	human	0915:physical association	0004:affinity chromatography technology
O75398	DEAF1	10522	P16220	CREB1	1385	human	0915:physical association	0004:affinity chromatography technology
Q99K48	Nono	53610	Q6DIC0	Smarca2	67155	mouse	0915:physical association	0004:affinity chromatography technology
P50222	MEOX2	4223	P55198	MLLT6	4302	human	0407:direct interaction	0018:two hybrid
Q02535	ID3	3399	P15923	TCF3	6929	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 1112:two hybrid prey pooling approach; 0397:two hybrid array; 1356:validated two hybrid; 0096:pull down; 0004:affinity chromatography technology
Q13952	NFYC	4802	Q15544	TAF11	6882	human	0407:direct interaction	0096:pull down
P31310	Hoxa10	15395	O88513	Gmnn	57441	mouse	0915:physical association; 0407:direct interaction	0096:pull down
P18846	ATF1	466	O14867	BACH1	571	human	0407:direct interaction	0081:peptide array
P18846	ATF1	466	P16220	CREB1	1385	human	0915:physical association; 0914:association; 0407:direct interaction	0096:pull down; 0676:tandem affinity purification; 0081:peptide array; 0004:affinity chromatography technology
P10588	NR2F6	2063	P01100	FOS	2353	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q15744	CEBPE	1053	P15976	GATA1	2623	human	0915:physical association	0004:affinity chromatography technology
P10589	NR2F1	7025	Q9C0K0	BCL11B	64919	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0096:pull down; 0004:affinity chromatography technology
Q9NS56	TOPORS	10210	Q99801	NKX3-1	4824	human	0407:direct interaction	0096:pull down; 0415:enzymatic study
P20263	Pou5f1	18999	Q61473	Sox17	20671	mouse	0407:direct interaction	0096:pull down
P20263	Pou5f1	18999	Q8BUN5	Smad3	17127	mouse	0915:physical association; 0914:association	0006:anti bait coimmunoprecipitation; 0030:cross-linking study; 0402:chromatin immunoprecipitation assay
Q8BX22	Sall4	99377	P48432	Sox2	20674	mouse	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
Q96N95	ZNF396	252884	Q9NWS9	ZNF446	55663	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0004:affinity chromatography technology
Q04206	RELA	5970	Q92793	CREBBP	1387	human	0915:physical association; 0914:association; 0407:direct interaction	0018:two hybrid; 0006:anti bait coimmunoprecipitation; 0096:pull down; 0364:inferred by curator; 0004:affinity chromatography technology
Q12772	SREBF2	6721	P49407	ARRB1	408	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0398:two hybrid pooling approach
Q6N021	TET2	54790	O15294	OGT	8473	human	0915:physical association; 0914:association; 0407:direct interaction	0006:anti bait coimmunoprecipitation; 0018:two hybrid; 0096:pull down; 0007:anti tag coimmunoprecipitation
P22736	NR4A1	3164	Q14469	HES1	3280	human	0915:physical association; 0407:direct interaction	0018:two hybrid
Q9Y2K1	ZBTB1	22890	P16401	HIST1H1B	3009	human	0915:physical association	0004:affinity chromatography technology
Q9Y618	NCOR2	9612	P11831	SRF	6722	human	0407:direct interaction	0018:two hybrid; 0096:pull down
Q8WUU5	GATAD1	57798	Q96QT6	PHF12	57649	human	0915:physical association; 0914:association	0007:anti tag coimmunoprecipitation; 0004:affinity chromatography technology
P23769	GATA2	2624	P17542	TAL1	6886	human	0915:physical association; 0407:direct interaction	0018:two hybrid
Q96HA7	TONSL	4796	P01106	MYC	4609	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0397:two hybrid array
P20263	Pou5f1	18999	Q8K310	Matr3	17184	mouse	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q15697	ZNF174	7727	P17040	ZSCAN20	7579	human	0915:physical association	0004:affinity chromatography technology
P38398	BRCA1	672	D0VY79	HIF1A	3091	human	0915:physical association	0004:affinity chromatography technology
P97875	Jdp2	81703	Q99NE9	Pbx4	80720	mouse	0407:direct interaction	0018:two hybrid
Q15797	SMAD1	4086	P37275	ZEB1	6935	human	0915:physical association	0004:affinity chromatography technology
Q15723	ELF2	1998	Q9Y2Y4	ZBTB32	27033	human	0407:direct interaction	0018:two hybrid
P15884	TCF4	6925	P15923	TCF3	6929	human	0407:direct interaction	0018:two hybrid
Q13105	ZBTB17	7709	Q9P1Z0	ZBTB4	57659	human	0915:physical association	0004:affinity chromatography technology
Q96RK0	CIC	23152	Q01167	FOXK2	3607	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q15596	NCOA2	10499	Q9UHV7	MED13	9969	human	0915:physical association	0364:inferred by curator
Q3TKT4	Smarca4	20586	O88665	Brd7	26992	mouse	0915:physical association	0004:affinity chromatography technology
P51449	RORC	6097	P30153	PPP2R1A	5518	human	0915:physical association; 0407:direct interaction	0018:two hybrid
P61244	MAX	4149	O75461	E2F6	1876	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
P14316	IRF2	3660	P68400	CSNK2A1	1457	human	0407:direct interaction	0415:enzymatic study
O15350	TP73	7161	Q9Y294	ASF1A	25842	human	0915:physical association	0004:affinity chromatography technology
Q9UKS7	IKZF2	22807	Q5SQP8	CTBP2	1488	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 1112:two hybrid prey pooling approach; 0397:two hybrid array; 1356:validated two hybrid
P38398	BRCA1	672	Q15788	NCOA1	8648	human	0915:physical association; 0407:direct interaction	0096:pull down; 0004:affinity chromatography technology
P17020	ZNF16	7564	P06733	ENO1	2023	human	0915:physical association	0018:two hybrid
P06733	ENO1	2023	P31749	AKT1	207	human	0915:physical association	0004:affinity chromatography technology
P49116	NR2C2	7182	P03372	ESR1	2099	human	0407:direct interaction	0096:pull down
Q02930	CREB5	9586	P01100	FOS	2353	human	0915:physical association; 0407:direct interaction	0018:two hybrid; 0004:affinity chromatography technology
Q9H2P0	ADNP	23394	Q9P0K8	FOXJ2	55810	human	0915:physical association; 0914:association	0676:tandem affinity purification; 0004:affinity chromatography technology
Q13133	NR1H3	10062	O00255	MEN1	4221	human	0915:physical association	0006:anti bait coimmunoprecipitation
